resume_text,job_description,label
"Experienced professional with 4 years of experience. Skilled in typescript, react, javascript, responsive design. Worked on multiple projects involving typescript, javascript. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in ui/ux, redux, webpack, react. The candidate should have experience with responsive design, typescript and a background in frontend developer.",1
"Experienced professional with 5 years of experience. Skilled in ci/cd, kubernetes, monitoring, jenkins. Worked on multiple projects involving monitoring, networking. Strong background in devops engineer.","We are looking for a Frontend Developer with strong skills in css, typescript, html, redux. The candidate should have experience with ui/ux, typescript and a background in frontend developer.",0
"Experienced professional with 8 years of experience. Skilled in social media, email marketing, content strategy, analytics. Worked on multiple projects involving branding, content strategy. Strong background in digital marketer.","We are looking for a Data Scientist with strong skills in sql, numpy, scikit-learn, deep learning. The candidate should have experience with scikit-learn, python and a background in data scientist.",0
"Experienced professional with 10 years of experience. Skilled in social media, branding, analytics, seo. Worked on multiple projects involving branding, analytics. Strong background in digital marketer.","We are looking for a Data Scientist with strong skills in pandas, numpy, machine learning, sql. The candidate should have experience with deep learning, sql and a background in data scientist.",0
"Experienced professional with 6 years of experience. Skilled in typescript, redux, react, webpack. Worked on multiple projects involving webpack, responsive design. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in ui/ux, redux, javascript, html. The candidate should have experience with webpack, react and a background in frontend developer.",1
"Experienced professional with 10 years of experience. Skilled in google ads, analytics, content strategy, copywriting. Worked on multiple projects involving branding, copywriting. Strong background in digital marketer.","We are looking for a DevOps Engineer with strong skills in aws, terraform, kubernetes, linux. The candidate should have experience with linux, terraform and a background in devops engineer.",0
"Experienced professional with 9 years of experience. Skilled in content strategy, analytics, email marketing, social media. Worked on multiple projects involving copywriting, branding. Strong background in digital marketer.","We are looking for a Data Scientist with strong skills in sql, statistics, deep learning, machine learning. The candidate should have experience with numpy, pandas and a background in data scientist.",0
"Experienced professional with 2 years of experience. Skilled in ci/cd, terraform, kubernetes, docker. Worked on multiple projects involving docker, ci/cd. Strong background in devops engineer.","We are looking for a Frontend Developer with strong skills in webpack, react, css, responsive design. The candidate should have experience with redux, responsive design and a background in frontend developer.",0
"Experienced professional with 6 years of experience. Skilled in google ads, email marketing, copywriting, social media. Worked on multiple projects involving branding, seo. Strong background in digital marketer.","We are looking for a Frontend Developer with strong skills in css, typescript, react, javascript. The candidate should have experience with react, javascript and a background in frontend developer.",0
"Experienced professional with 5 years of experience. Skilled in machine learning, numpy, python, pandas. Worked on multiple projects involving machine learning, pandas. Strong background in data scientist.","We are looking for a Digital Marketer with strong skills in seo, social media, copywriting, branding. The candidate should have experience with content strategy, google ads and a background in digital marketer.",0
"Experienced professional with 10 years of experience. Skilled in machine learning, numpy, statistics, sql. Worked on multiple projects involving python, sql. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in machine learning, python, numpy, statistics. The candidate should have experience with statistics, sql and a background in data scientist.",1
"Experienced professional with 9 years of experience. Skilled in webpack, typescript, javascript, redux. Worked on multiple projects involving responsive design, redux. Strong background in frontend developer.","We are looking for a DevOps Engineer with strong skills in docker, jenkins, linux, monitoring. The candidate should have experience with docker, linux and a background in devops engineer.",0
"Experienced professional with 3 years of experience. Skilled in analytics, google ads, social media, seo. Worked on multiple projects involving copywriting, content strategy. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in seo, email marketing, google ads, branding. The candidate should have experience with content strategy, seo and a background in digital marketer.",1
"Experienced professional with 6 years of experience. Skilled in branding, social media, content strategy, email marketing. Worked on multiple projects involving seo, branding. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in email marketing, content strategy, seo, social media. The candidate should have experience with social media, email marketing and a background in digital marketer.",1
"Experienced professional with 9 years of experience. Skilled in aws, monitoring, jenkins, networking. Worked on multiple projects involving jenkins, terraform. Strong background in devops engineer.","We are looking for a Digital Marketer with strong skills in content strategy, copywriting, email marketing, branding. The candidate should have experience with seo, google ads and a background in digital marketer.",0
"Experienced professional with 7 years of experience. Skilled in webpack, redux, typescript, css. Worked on multiple projects involving css, typescript. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in responsive design, html, redux, typescript. The candidate should have experience with html, ui/ux and a background in frontend developer.",1
"Experienced professional with 9 years of experience. Skilled in branding, analytics, social media, copywriting. Worked on multiple projects involving copywriting, social media. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in branding, social media, email marketing, content strategy. The candidate should have experience with content strategy, branding and a background in digital marketer.",1
"Experienced professional with 9 years of experience. Skilled in aws, jenkins, docker, kubernetes. Worked on multiple projects involving html, ui/ux. Strong background in devops engineer.","We are looking for a Frontend Developer with strong skills in redux, react, css, ui/ux. The candidate should have experience with responsive design, ui/ux and a background in frontend developer.",0
"Experienced professional with 6 years of experience. Skilled in sql, data visualization, scikit-learn, numpy. Worked on multiple projects involving sql, pandas. Strong background in data scientist.","We are looking for a DevOps Engineer with strong skills in ci/cd, aws, networking, jenkins. The candidate should have experience with terraform, aws and a background in devops engineer.",0
"Experienced professional with 8 years of experience. Skilled in email marketing, analytics, copywriting, branding. Worked on multiple projects involving terraform, ci/cd. Strong background in digital marketer.","We are looking for a DevOps Engineer with strong skills in kubernetes, terraform, linux, ci/cd. The candidate should have experience with monitoring, kubernetes and a background in devops engineer.",0
"Experienced professional with 6 years of experience. Skilled in jenkins, aws, ci/cd, terraform. Worked on multiple projects involving monitoring, jenkins. Strong background in devops engineer.","We are looking for a DevOps Engineer with strong skills in aws, kubernetes, monitoring, linux. The candidate should have experience with jenkins, monitoring and a background in devops engineer.",1
"Experienced professional with 10 years of experience. Skilled in branding, email marketing, seo, analytics. Worked on multiple projects involving google ads, email marketing. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in analytics, seo, email marketing, google ads. The candidate should have experience with google ads, email marketing and a background in digital marketer.",1
"Experienced professional with 6 years of experience. Skilled in docker, networking, kubernetes, aws. Worked on multiple projects involving networking, linux. Strong background in devops engineer.","We are looking for a Digital Marketer with strong skills in social media, content strategy, analytics, google ads. The candidate should have experience with seo, analytics and a background in digital marketer.",0
"Experienced professional with 7 years of experience. Skilled in numpy, sql, scikit-learn, deep learning. Worked on multiple projects involving machine learning, numpy. Strong background in data scientist.","We are looking for a Frontend Developer with strong skills in javascript, typescript, webpack, css. The candidate should have experience with react, responsive design and a background in frontend developer.",0
"Experienced professional with 9 years of experience. Skilled in copywriting, seo, social media, analytics. Worked on multiple projects involving copywriting, google ads. Strong background in digital marketer.","We are looking for a Data Scientist with strong skills in pandas, deep learning, data visualization, sql. The candidate should have experience with data visualization, machine learning and a background in data scientist.",0
"Experienced professional with 8 years of experience. Skilled in data visualization, machine learning, deep learning, statistics. Worked on multiple projects involving sql, deep learning. Strong background in data scientist.","We are looking for a DevOps Engineer with strong skills in linux, aws, terraform, docker. The candidate should have experience with docker, jenkins and a background in devops engineer.",0
"Experienced professional with 8 years of experience. Skilled in python, sql, pandas, data visualization. Worked on multiple projects involving machine learning, data visualization. Strong background in data scientist.","We are looking for a Digital Marketer with strong skills in analytics, email marketing, social media, seo. The candidate should have experience with email marketing, branding and a background in digital marketer.",0
"Experienced professional with 10 years of experience. Skilled in aws, kubernetes, jenkins, docker. Worked on multiple projects involving google ads, copywriting. Strong background in devops engineer.","We are looking for a DevOps Engineer with strong skills in docker, aws, linux, networking. The candidate should have experience with terraform, kubernetes and a background in devops engineer.",1
"Experienced professional with 7 years of experience. Skilled in pandas, deep learning, data visualization, numpy. Worked on multiple projects involving python, data visualization. Strong background in data scientist.","We are looking for a Digital Marketer with strong skills in copywriting, email marketing, content strategy, google ads. The candidate should have experience with content strategy, copywriting and a background in digital marketer.",0
"Experienced professional with 8 years of experience. Skilled in pandas, statistics, deep learning, sql. Worked on multiple projects involving kubernetes, terraform. Strong background in data scientist.","We are looking for a DevOps Engineer with strong skills in monitoring, ci/cd, networking, kubernetes. The candidate should have experience with terraform, jenkins and a background in devops engineer.",0
"Experienced professional with 4 years of experience. Skilled in sql, python, machine learning, numpy. Worked on multiple projects involving python, deep learning. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in machine learning, statistics, numpy, python. The candidate should have experience with sql, data visualization and a background in data scientist.",1
"Experienced professional with 6 years of experience. Skilled in python, scikit-learn, machine learning, statistics. Worked on multiple projects involving pandas, scikit-learn. Strong background in data scientist.","We are looking for a Digital Marketer with strong skills in branding, google ads, social media, analytics. The candidate should have experience with analytics, social media and a background in digital marketer.",0
"Experienced professional with 3 years of experience. Skilled in ui/ux, redux, webpack, html. Worked on multiple projects involving html, react. Strong background in frontend developer.","We are looking for a Digital Marketer with strong skills in branding, google ads, analytics, seo. The candidate should have experience with email marketing, google ads and a background in digital marketer.",0
"Experienced professional with 2 years of experience. Skilled in google ads, content strategy, seo, social media. Worked on multiple projects involving ui/ux, typescript. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in email marketing, branding, analytics, copywriting. The candidate should have experience with seo, social media and a background in digital marketer.",1
"Experienced professional with 8 years of experience. Skilled in copywriting, branding, content strategy, seo. Worked on multiple projects involving branding, email marketing. Strong background in digital marketer.","We are looking for a Data Scientist with strong skills in numpy, pandas, statistics, sql. The candidate should have experience with python, data visualization and a background in data scientist.",0
"Experienced professional with 4 years of experience. Skilled in seo, copywriting, analytics, google ads. Worked on multiple projects involving email marketing, google ads. Strong background in digital marketer.","We are looking for a DevOps Engineer with strong skills in docker, kubernetes, ci/cd, linux. The candidate should have experience with terraform, monitoring and a background in devops engineer.",0
"Experienced professional with 5 years of experience. Skilled in seo, copywriting, branding, email marketing. Worked on multiple projects involving jenkins, pandas. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in content strategy, email marketing, seo, social media. The candidate should have experience with google ads, analytics and a background in digital marketer.",1
"Experienced professional with 8 years of experience. Skilled in css, webpack, html, responsive design. Worked on multiple projects involving email marketing, kubernetes. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in redux, ui/ux, css, react. The candidate should have experience with javascript, redux and a background in frontend developer.",1
"Experienced professional with 10 years of experience. Skilled in statistics, pandas, scikit-learn, python. Worked on multiple projects involving machine learning, data visualization. Strong background in data scientist.","We are looking for a Frontend Developer with strong skills in css, typescript, react, webpack. The candidate should have experience with css, ui/ux and a background in frontend developer.",0
"Experienced professional with 9 years of experience. Skilled in deep learning, sql, python, numpy. Worked on multiple projects involving python, data visualization. Strong background in data scientist.","We are looking for a Digital Marketer with strong skills in content strategy, social media, copywriting, google ads. The candidate should have experience with email marketing, google ads and a background in digital marketer.",0
"Experienced professional with 9 years of experience. Skilled in content strategy, seo, google ads, social media. Worked on multiple projects involving email marketing, branding. Strong background in digital marketer.","We are looking for a Frontend Developer with strong skills in redux, webpack, ui/ux, react. The candidate should have experience with react, css and a background in frontend developer.",0
"Experienced professional with 10 years of experience. Skilled in linux, networking, monitoring, docker. Worked on multiple projects involving terraform, docker. Strong background in devops engineer.","We are looking for a Data Scientist with strong skills in deep learning, data visualization, statistics, sql. The candidate should have experience with sql, data visualization and a background in data scientist.",0
"Experienced professional with 7 years of experience. Skilled in machine learning, sql, data visualization, statistics. Worked on multiple projects involving pandas, scikit-learn. Strong background in data scientist.","We are looking for a Digital Marketer with strong skills in analytics, content strategy, google ads, copywriting. The candidate should have experience with analytics, content strategy and a background in digital marketer.",0
"Experienced professional with 2 years of experience. Skilled in react, javascript, ui/ux, typescript. Worked on multiple projects involving redux, responsive design. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in css, ui/ux, responsive design, webpack. The candidate should have experience with javascript, html and a background in frontend developer.",1
"Experienced professional with 5 years of experience. Skilled in deep learning, statistics, pandas, machine learning. Worked on multiple projects involving statistics, numpy. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in scikit-learn, machine learning, sql, data visualization. The candidate should have experience with python, machine learning and a background in data scientist.",1
"Experienced professional with 9 years of experience. Skilled in data visualization, scikit-learn, numpy, sql. Worked on multiple projects involving sql, numpy. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in pandas, deep learning, scikit-learn, sql. The candidate should have experience with python, machine learning and a background in data scientist.",1
"Experienced professional with 7 years of experience. Skilled in copywriting, google ads, seo, email marketing. Worked on multiple projects involving email marketing, social media. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in branding, analytics, email marketing, google ads. The candidate should have experience with seo, copywriting and a background in digital marketer.",1
"Experienced professional with 9 years of experience. Skilled in ci/cd, aws, jenkins, monitoring. Worked on multiple projects involving data visualization, statistics. Strong background in devops engineer.","We are looking for a Data Scientist with strong skills in data visualization, sql, scikit-learn, numpy. The candidate should have experience with deep learning, scikit-learn and a background in data scientist.",0
"Experienced professional with 9 years of experience. Skilled in branding, content strategy, seo, google ads. Worked on multiple projects involving social media, content strategy. Strong background in digital marketer.","We are looking for a Frontend Developer with strong skills in ui/ux, react, typescript, javascript. The candidate should have experience with webpack, css and a background in frontend developer.",0
"Experienced professional with 5 years of experience. Skilled in ci/cd, networking, monitoring, kubernetes. Worked on multiple projects involving networking, docker. Strong background in devops engineer.","We are looking for a Digital Marketer with strong skills in branding, analytics, seo, copywriting. The candidate should have experience with branding, analytics and a background in digital marketer.",0
"Experienced professional with 1 years of experience. Skilled in webpack, responsive design, ui/ux, css. Worked on multiple projects involving react, redux. Strong background in frontend developer.","We are looking for a DevOps Engineer with strong skills in jenkins, kubernetes, terraform, ci/cd. The candidate should have experience with ci/cd, docker and a background in devops engineer.",0
"Experienced professional with 7 years of experience. Skilled in deep learning, machine learning, pandas, data visualization. Worked on multiple projects involving scikit-learn, deep learning. Strong background in data scientist.","We are looking for a Digital Marketer with strong skills in google ads, seo, branding, social media. The candidate should have experience with social media, google ads and a background in digital marketer.",0
"Experienced professional with 9 years of experience. Skilled in react, typescript, css, ui/ux. Worked on multiple projects involving ui/ux, css. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in css, typescript, ui/ux, webpack. The candidate should have experience with ui/ux, responsive design and a background in frontend developer.",1
"Experienced professional with 6 years of experience. Skilled in data visualization, sql, scikit-learn, python. Worked on multiple projects involving pandas, scikit-learn. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in deep learning, python, sql, machine learning. The candidate should have experience with deep learning, scikit-learn and a background in data scientist.",1
"Experienced professional with 2 years of experience. Skilled in javascript, react, ui/ux, html. Worked on multiple projects involving html, webpack. Strong background in frontend developer.","We are looking for a Data Scientist with strong skills in python, sql, scikit-learn, numpy. The candidate should have experience with pandas, data visualization and a background in data scientist.",0
"Experienced professional with 7 years of experience. Skilled in sql, machine learning, deep learning, scikit-learn. Worked on multiple projects involving deep learning, sql. Strong background in data scientist.","We are looking for a Digital Marketer with strong skills in social media, branding, content strategy, analytics. The candidate should have experience with email marketing, seo and a background in digital marketer.",0
"Experienced professional with 6 years of experience. Skilled in data visualization, statistics, machine learning, pandas. Worked on multiple projects involving sql, statistics. Strong background in data scientist.","We are looking for a Digital Marketer with strong skills in seo, google ads, content strategy, social media. The candidate should have experience with google ads, analytics and a background in digital marketer.",0
"Experienced professional with 4 years of experience. Skilled in linux, ci/cd, docker, kubernetes. Worked on multiple projects involving ci/cd, jenkins. Strong background in devops engineer.","We are looking for a DevOps Engineer with strong skills in monitoring, linux, ci/cd, kubernetes. The candidate should have experience with linux, ci/cd and a background in devops engineer.",1
"Experienced professional with 4 years of experience. Skilled in css, redux, responsive design, ui/ux. Worked on multiple projects involving javascript, responsive design. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in react, responsive design, ui/ux, typescript. The candidate should have experience with css, typescript and a background in frontend developer.",1
"Experienced professional with 7 years of experience. Skilled in linux, monitoring, terraform, networking. Worked on multiple projects involving terraform, linux. Strong background in devops engineer.","We are looking for a DevOps Engineer with strong skills in jenkins, linux, terraform, docker. The candidate should have experience with monitoring, kubernetes and a background in devops engineer.",1
"Experienced professional with 2 years of experience. Skilled in html, typescript, react, redux. Worked on multiple projects involving redux, webpack. Strong background in frontend developer.","We are looking for a Digital Marketer with strong skills in social media, analytics, seo, branding. The candidate should have experience with branding, analytics and a background in digital marketer.",0
"Experienced professional with 8 years of experience. Skilled in networking, kubernetes, ci/cd, linux. Worked on multiple projects involving networking, terraform. Strong background in devops engineer.","We are looking for a DevOps Engineer with strong skills in docker, kubernetes, aws, jenkins. The candidate should have experience with monitoring, networking and a background in devops engineer.",1
"Experienced professional with 9 years of experience. Skilled in python, numpy, data visualization, statistics. Worked on multiple projects involving numpy, scikit-learn. Strong background in data scientist.","We are looking for a DevOps Engineer with strong skills in aws, networking, docker, kubernetes. The candidate should have experience with kubernetes, docker and a background in devops engineer.",0
"Experienced professional with 6 years of experience. Skilled in seo, email marketing, google ads, branding. Worked on multiple projects involving seo, email marketing. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in analytics, content strategy, seo, google ads. The candidate should have experience with social media, google ads and a background in digital marketer.",1
"Experienced professional with 7 years of experience. Skilled in machine learning, numpy, statistics, scikit-learn. Worked on multiple projects involving numpy, machine learning. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in deep learning, scikit-learn, pandas, statistics. The candidate should have experience with data visualization, python and a background in data scientist.",1
"Experienced professional with 8 years of experience. Skilled in jenkins, kubernetes, monitoring, ci/cd. Worked on multiple projects involving kubernetes, linux. Strong background in devops engineer.","We are looking for a Digital Marketer with strong skills in seo, google ads, copywriting, content strategy. The candidate should have experience with branding, google ads and a background in digital marketer.",0
"Experienced professional with 6 years of experience. Skilled in react, css, html, ui/ux. Worked on multiple projects involving typescript, webpack. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in react, responsive design, ui/ux, redux. The candidate should have experience with typescript, html and a background in frontend developer.",1
"Experienced professional with 9 years of experience. Skilled in networking, docker, terraform, monitoring. Worked on multiple projects involving docker, ci/cd. Strong background in devops engineer.","We are looking for a Frontend Developer with strong skills in webpack, javascript, typescript, redux. The candidate should have experience with webpack, redux and a background in frontend developer.",0
"Experienced professional with 4 years of experience. Skilled in responsive design, typescript, html, javascript. Worked on multiple projects involving react, css. Strong background in frontend developer.","We are looking for a Data Scientist with strong skills in data visualization, numpy, deep learning, python. The candidate should have experience with numpy, sql and a background in data scientist.",0
"Experienced professional with 3 years of experience. Skilled in linux, kubernetes, aws, terraform. Worked on multiple projects involving ci/cd, terraform. Strong background in devops engineer.","We are looking for a DevOps Engineer with strong skills in monitoring, jenkins, aws, terraform. The candidate should have experience with docker, monitoring and a background in devops engineer.",1
"Experienced professional with 8 years of experience. Skilled in analytics, email marketing, google ads, social media. Worked on multiple projects involving seo, google ads. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in copywriting, email marketing, branding, seo. The candidate should have experience with branding, content strategy and a background in digital marketer.",1
"Experienced professional with 4 years of experience. Skilled in docker, linux, ci/cd, aws. Worked on multiple projects involving docker, aws. Strong background in devops engineer.","We are looking for a Digital Marketer with strong skills in seo, social media, email marketing, copywriting. The candidate should have experience with copywriting, content strategy and a background in digital marketer.",0
"Experienced professional with 1 years of experience. Skilled in html, react, webpack, css. Worked on multiple projects involving redux, typescript. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in html, javascript, responsive design, redux. The candidate should have experience with html, responsive design and a background in frontend developer.",1
"Experienced professional with 2 years of experience. Skilled in css, html, ui/ux, typescript. Worked on multiple projects involving css, react. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in react, javascript, typescript, redux. The candidate should have experience with html, responsive design and a background in frontend developer.",1
"Experienced professional with 10 years of experience. Skilled in css, redux, webpack, responsive design. Worked on multiple projects involving javascript, redux. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in javascript, css, typescript, responsive design. The candidate should have experience with redux, html and a background in frontend developer.",1
"Experienced professional with 3 years of experience. Skilled in statistics, pandas, sql, scikit-learn. Worked on multiple projects involving data visualization, deep learning. Strong background in data scientist.","We are looking for a Frontend Developer with strong skills in responsive design, typescript, css, ui/ux. The candidate should have experience with redux, typescript and a background in frontend developer.",0
"Experienced professional with 8 years of experience. Skilled in webpack, ui/ux, responsive design, html. Worked on multiple projects involving webpack, responsive design. Strong background in frontend developer.","We are looking for a DevOps Engineer with strong skills in aws, monitoring, kubernetes, ci/cd. The candidate should have experience with kubernetes, linux and a background in devops engineer.",0
"Experienced professional with 5 years of experience. Skilled in responsive design, react, html, webpack. Worked on multiple projects involving typescript, ui/ux. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in ui/ux, redux, typescript, responsive design. The candidate should have experience with typescript, ui/ux and a background in frontend developer.",1
"Experienced professional with 3 years of experience. Skilled in deep learning, sql, scikit-learn, statistics. Worked on multiple projects involving sql, scikit-learn. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in scikit-learn, data visualization, sql, pandas. The candidate should have experience with deep learning, python and a background in data scientist.",1
"Experienced professional with 3 years of experience. Skilled in statistics, deep learning, sql, python. Worked on multiple projects involving responsive design, ci/cd. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in sql, data visualization, python, statistics. The candidate should have experience with sql, numpy and a background in data scientist.",1
"Experienced professional with 10 years of experience. Skilled in ui/ux, typescript, redux, html. Worked on multiple projects involving responsive design, redux. Strong background in frontend developer.","We are looking for a Data Scientist with strong skills in sql, scikit-learn, numpy, data visualization. The candidate should have experience with machine learning, deep learning and a background in data scientist.",0
"Experienced professional with 4 years of experience. Skilled in content strategy, analytics, seo, social media. Worked on multiple projects involving seo, copywriting. Strong background in digital marketer.","We are looking for a Frontend Developer with strong skills in webpack, responsive design, typescript, javascript. The candidate should have experience with ui/ux, redux and a background in frontend developer.",0
"Experienced professional with 9 years of experience. Skilled in react, typescript, responsive design, css. Worked on multiple projects involving redux, html. Strong background in frontend developer.","We are looking for a Data Scientist with strong skills in pandas, statistics, deep learning, data visualization. The candidate should have experience with scikit-learn, pandas and a background in data scientist.",0
"Experienced professional with 3 years of experience. Skilled in monitoring, ci/cd, docker, terraform. Worked on multiple projects involving jenkins, ci/cd. Strong background in devops engineer.","We are looking for a DevOps Engineer with strong skills in docker, jenkins, terraform, ci/cd. The candidate should have experience with monitoring, kubernetes and a background in devops engineer.",1
"Experienced professional with 1 years of experience. Skilled in python, machine learning, statistics, numpy. Worked on multiple projects involving linux, redux. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in pandas, data visualization, machine learning, sql. The candidate should have experience with deep learning, python and a background in data scientist.",1
"Experienced professional with 9 years of experience. Skilled in react, html, css, webpack. Worked on multiple projects involving ui/ux, html. Strong background in frontend developer.","We are looking for a Digital Marketer with strong skills in branding, content strategy, copywriting, social media. The candidate should have experience with branding, social media and a background in digital marketer.",0
"Experienced professional with 7 years of experience. Skilled in analytics, copywriting, branding, content strategy. Worked on multiple projects involving content strategy, email marketing. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in content strategy, email marketing, branding, analytics. The candidate should have experience with analytics, seo and a background in digital marketer.",1
"Experienced professional with 8 years of experience. Skilled in python, machine learning, data visualization, scikit-learn. Worked on multiple projects involving data visualization, deep learning. Strong background in data scientist.","We are looking for a DevOps Engineer with strong skills in kubernetes, terraform, jenkins, ci/cd. The candidate should have experience with aws, monitoring and a background in devops engineer.",0
"Experienced professional with 7 years of experience. Skilled in content strategy, branding, google ads, copywriting. Worked on multiple projects involving css, data visualization. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in email marketing, copywriting, seo, content strategy. The candidate should have experience with email marketing, branding and a background in digital marketer.",1
"Experienced professional with 9 years of experience. Skilled in javascript, redux, webpack, css. Worked on multiple projects involving analytics, email marketing. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in typescript, ui/ux, react, javascript. The candidate should have experience with typescript, css and a background in frontend developer.",1
"Experienced professional with 4 years of experience. Skilled in webpack, responsive design, html, react. Worked on multiple projects involving seo, copywriting. Strong background in frontend developer.","We are looking for a Digital Marketer with strong skills in seo, copywriting, branding, analytics. The candidate should have experience with analytics, email marketing and a background in digital marketer.",0
"Experienced professional with 10 years of experience. Skilled in social media, google ads, branding, content strategy. Worked on multiple projects involving branding, content strategy. Strong background in digital marketer.","We are looking for a DevOps Engineer with strong skills in networking, kubernetes, aws, ci/cd. The candidate should have experience with jenkins, kubernetes and a background in devops engineer.",0
"Experienced professional with 8 years of experience. Skilled in copywriting, social media, email marketing, content strategy. Worked on multiple projects involving email marketing, social media. Strong background in digital marketer.","We are looking for a Data Scientist with strong skills in numpy, scikit-learn, machine learning, sql. The candidate should have experience with statistics, sql and a background in data scientist.",0
"Experienced professional with 3 years of experience. Skilled in aws, terraform, docker, networking. Worked on multiple projects involving ci/cd, terraform. Strong background in devops engineer.","We are looking for a Digital Marketer with strong skills in analytics, branding, seo, email marketing. The candidate should have experience with seo, google ads and a background in digital marketer.",0
"Experienced professional with 2 years of experience. Skilled in numpy, machine learning, statistics, deep learning. Worked on multiple projects involving sql, scikit-learn. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in machine learning, numpy, data visualization, python. The candidate should have experience with deep learning, statistics and a background in data scientist.",1
"Experienced professional with 2 years of experience. Skilled in html, redux, javascript, webpack. Worked on multiple projects involving social media, sql. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in responsive design, javascript, html, typescript. The candidate should have experience with css, html and a background in frontend developer.",1
"Experienced professional with 2 years of experience. Skilled in terraform, monitoring, networking, ci/cd. Worked on multiple projects involving docker, ci/cd. Strong background in devops engineer.","We are looking for a Digital Marketer with strong skills in branding, google ads, content strategy, copywriting. The candidate should have experience with branding, google ads and a background in digital marketer.",0
"Experienced professional with 6 years of experience. Skilled in analytics, email marketing, social media, copywriting. Worked on multiple projects involving content strategy, analytics. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in content strategy, analytics, social media, copywriting. The candidate should have experience with seo, email marketing and a background in digital marketer.",1
"Experienced professional with 9 years of experience. Skilled in ci/cd, kubernetes, docker, linux. Worked on multiple projects involving networking, jenkins. Strong background in devops engineer.","We are looking for a Data Scientist with strong skills in machine learning, pandas, sql, data visualization. The candidate should have experience with scikit-learn, statistics and a background in data scientist.",0
"Experienced professional with 1 years of experience. Skilled in data visualization, statistics, scikit-learn, deep learning. Worked on multiple projects involving scikit-learn, pandas. Strong background in data scientist.","We are looking for a DevOps Engineer with strong skills in docker, ci/cd, linux, kubernetes. The candidate should have experience with monitoring, ci/cd and a background in devops engineer.",0
"Experienced professional with 1 years of experience. Skilled in javascript, react, css, html. Worked on multiple projects involving react, html. Strong background in frontend developer.","We are looking for a Data Scientist with strong skills in numpy, deep learning, python, statistics. The candidate should have experience with deep learning, numpy and a background in data scientist.",0
"Experienced professional with 10 years of experience. Skilled in sql, numpy, scikit-learn, data visualization. Worked on multiple projects involving deep learning, python. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in data visualization, numpy, scikit-learn, python. The candidate should have experience with statistics, deep learning and a background in data scientist.",1
"Experienced professional with 8 years of experience. Skilled in numpy, deep learning, sql, scikit-learn. Worked on multiple projects involving content strategy, social media. Strong background in data scientist.","We are looking for a Digital Marketer with strong skills in email marketing, content strategy, branding, social media. The candidate should have experience with branding, seo and a background in digital marketer.",0
"Experienced professional with 2 years of experience. Skilled in branding, copywriting, google ads, analytics. Worked on multiple projects involving css, typescript. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in branding, analytics, google ads, copywriting. The candidate should have experience with copywriting, analytics and a background in digital marketer.",1
"Experienced professional with 9 years of experience. Skilled in aws, docker, ci/cd, monitoring. Worked on multiple projects involving webpack, email marketing. Strong background in devops engineer.","We are looking for a DevOps Engineer with strong skills in jenkins, ci/cd, kubernetes, aws. The candidate should have experience with jenkins, ci/cd and a background in devops engineer.",1
